query,seed_ortholog,GOs
g2699,Gorai.004G138300.1,"GO:0000981,GO:0000988,GO:0000989,GO:0001067,GO:0001076,GO:0001134,GO:0001135,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0008150,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0030154,GO:0031323,GO:0031326,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2001141"
g140,Gorai.003G095000.1,"GO:0003674,GO:0003824,GO:0003842,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006082,GO:0006520,GO:0006536,GO:0006560,GO:0006562,GO:0006807,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009063,GO:0009064,GO:0009065,GO:0009507,GO:0009536,GO:0009628,GO:0009651,GO:0009987,GO:0010133,GO:0016054,GO:0016491,GO:0016645,GO:0016646,GO:0019752,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0046483,GO:0046700,GO:0046872,GO:0046914,GO:0050896,GO:0050897,GO:0055114,GO:0071704,GO:0072593,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606"
g1962,EOX98382,"GO:0000002,GO:0000731,GO:0002200,GO:0002206,GO:0002376,GO:0002377,GO:0002440,GO:0002520,GO:0002565,GO:0003674,GO:0003824,GO:0003887,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0005739,GO:0006139,GO:0006259,GO:0006281,GO:0006301,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007005,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009987,GO:0010224,GO:0016043,GO:0016444,GO:0016445,GO:0016740,GO:0016772,GO:0016779,GO:0017125,GO:0018130,GO:0019438,GO:0019985,GO:0031974,GO:0031981,GO:0032042,GO:0032501,GO:0032502,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0035822,GO:0035861,GO:0042276,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043504,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0048731,GO:0048856,GO:0050896,GO:0051716,GO:0070013,GO:0070987,GO:0071704,GO:0071840,GO:0071897,GO:0090304,GO:0090734,GO:0140097,GO:1901360,GO:1901362,GO:1901576"
g1999,EOY20657,"GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019899,GO:0019941,GO:0030163,GO:0031625,GO:0032446,GO:0036211,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044424,GO:0044444,GO:0044464,GO:0051603,GO:0061630,GO:0061659,GO:0070647,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575"
g1590,EOY25077,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2001141"
g196,Gorai.007G008100.1,"GO:0003674,GO:0003824,GO:0004175,GO:0004177,GO:0004222,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006508,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0008238,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009987,GO:0016020,GO:0016787,GO:0019538,GO:0031976,GO:0031984,GO:0034357,GO:0034641,GO:0042651,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035,GO:0070011,GO:0071704,GO:0140096,GO:1901564"
g227,Gorai.003G122700.1,"GO:0000003,GO:0003006,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0007275,GO:0008150,GO:0009605,GO:0009607,GO:0009624,GO:0009791,GO:0010035,GO:0010038,GO:0010039,GO:0010043,GO:0010154,GO:0015603,GO:0015688,GO:0016020,GO:0022414,GO:0022857,GO:0032501,GO:0032502,GO:0042221,GO:0043207,GO:0044464,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0051980,GO:0055085,GO:0061458,GO:0071944,GO:1901678"
g288,AES83882,"GO:0003674,GO:0003824,GO:0003939,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005911,GO:0008150,GO:0008152,GO:0009506,GO:0016491,GO:0016614,GO:0016616,GO:0030054,GO:0044424,GO:0044444,GO:0044464,GO:0055044,GO:0055114"
g2782,EOY22764,"GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006349,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009889,GO:0009909,GO:0009910,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031490,GO:0034641,GO:0040029,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0048519,GO:0048580,GO:0048581,GO:0048831,GO:0050789,GO:0050793,GO:0050794,GO:0051093,GO:0051171,GO:0051239,GO:0051241,GO:0051252,GO:0060255,GO:0065007,GO:0071514,GO:0071704,GO:0080090,GO:0097159,GO:0140110,GO:1901360,GO:1901363,GO:1903506,GO:2000026,GO:2000112,GO:2000241,GO:2000242,GO:2001141"
g2363,XP_004299290.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464"
g2453,EOY24553,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0019144,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0080041,GO:0080042"
g2292,EOY25160,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2001141"
g2379,EOY22077,"GO:0003674,GO:0003824,GO:0004175,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005798,GO:0005886,GO:0005887,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0016020,GO:0016021,GO:0016787,GO:0019538,GO:0031224,GO:0031226,GO:0031410,GO:0031982,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0070011,GO:0071704,GO:0071944,GO:0097708,GO:0140096,GO:1901564"
g1002,EOY21155,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005832,GO:0006457,GO:0006458,GO:0008150,GO:0009987,GO:0010035,GO:0010038,GO:0032991,GO:0042221,GO:0044183,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046686,GO:0050896,GO:0051082,GO:0061077,GO:0101031"
g1094,EOY21051,"GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006952,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0036211,GO:0042742,GO:0043170,GO:0043207,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0098542,GO:0140096,GO:1901564"
g500,EOY20835,"GO:0000981,GO:0000988,GO:0000989,GO:0001067,GO:0001076,GO:0001134,GO:0001135,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0008150,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0030154,GO:0031323,GO:0031326,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2001141"
g505,EOY21233,"GO:0000151,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005856,GO:0005884,GO:0005938,GO:0006996,GO:0007010,GO:0007015,GO:0008064,GO:0008092,GO:0008150,GO:0008154,GO:0009987,GO:0010638,GO:0015629,GO:0016043,GO:0022411,GO:0030029,GO:0030036,GO:0030042,GO:0030832,GO:0030834,GO:0030836,GO:0030863,GO:0030864,GO:0031461,GO:0032535,GO:0032956,GO:0032970,GO:0032984,GO:0032991,GO:0033043,GO:0042641,GO:0042643,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043243,GO:0043244,GO:0043624,GO:0043933,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044464,GO:0044877,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051015,GO:0051128,GO:0051130,GO:0051261,GO:0051493,GO:0051495,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0080008,GO:0090066,GO:0097435,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0099568,GO:0110053,GO:1901879,GO:1901881,GO:1902494,GO:1902903,GO:1902905,GO:1990234"
g2678,Gorai.007G023800.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0008150,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0010224,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050896"
g2742,Gorai.008G215800.1,"GO:0000302,GO:0001101,GO:0001505,GO:0003674,GO:0003824,GO:0003924,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006109,GO:0006807,GO:0006809,GO:0006950,GO:0006970,GO:0006979,GO:0006996,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009507,GO:0009536,GO:0009628,GO:0009651,GO:0009657,GO:0009668,GO:0009889,GO:0009987,GO:0010027,GO:0010035,GO:0010193,GO:0010322,GO:0010565,GO:0010675,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0017144,GO:0019216,GO:0019220,GO:0019222,GO:0019747,GO:0022613,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0034641,GO:0042133,GO:0042136,GO:0042221,GO:0042254,GO:0042493,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046209,GO:0046677,GO:0046890,GO:0048366,GO:0048367,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051174,GO:0051246,GO:0060255,GO:0061024,GO:0062012,GO:0065007,GO:0065008,GO:0071071,GO:0071840,GO:0072593,GO:0080090,GO:0099402,GO:1901700,GO:1903409,GO:1903725,GO:2001057"
g2917,Gorai.001G064100.1,"GO:0001101,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006950,GO:0008150,GO:0008509,GO:0009611,GO:0010035,GO:0010167,GO:0015075,GO:0015103,GO:0015112,GO:0015318,GO:0015698,GO:0015706,GO:0016020,GO:0022857,GO:0034220,GO:0042221,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071705,GO:0071944,GO:0098656,GO:1901698,GO:1901700"
g2413,EOY23483,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0042391,GO:0044425,GO:0044459,GO:0044464,GO:0065007,GO:0065008,GO:0071944"
g2505,Gorai.008G244600.1,"GO:0003674,GO:0003824,GO:0003978,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0007275,GO:0008150,GO:0009555,GO:0016020,GO:0016853,GO:0016854,GO:0016857,GO:0032501,GO:0032502,GO:0044424,GO:0044444,GO:0044464,GO:0048229,GO:0048856,GO:0050373,GO:0071944"
g2365,EOY22108,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"
g2424,EOY23515,"GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004693,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007346,GO:0008150,GO:0008152,GO:0009987,GO:0010468,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019222,GO:0019538,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051726,GO:0060255,GO:0065007,GO:0071704,GO:0097472,GO:0140096,GO:1901564"
g2488,Gorai.004G208300.1,"GO:0003674,GO:0005488,GO:0030246"
g95,EOY20562,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005874,GO:0008017,GO:0008092,GO:0015630,GO:0015631,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0099080,GO:0099081,GO:0099512,GO:0099513"
g2737,EOY22888,"GO:0008150,GO:0042592,GO:0048878,GO:0050801,GO:0055062,GO:0055081,GO:0055083,GO:0065007,GO:0065008,GO:0072505,GO:0072506,GO:0098771"
g2769,EOY22804,"GO:0001727,GO:0001729,GO:0003674,GO:0003824,GO:0005488,GO:0005509,GO:0006629,GO:0006643,GO:0006665,GO:0006672,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008219,GO:0009987,GO:0010941,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0030258,GO:0034641,GO:0043067,GO:0043069,GO:0043167,GO:0043169,GO:0043603,GO:0044237,GO:0044238,GO:0044255,GO:0046834,GO:0046872,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0060548,GO:0065007,GO:0071704,GO:1901564"
g2791,Gorai.003G186400.1,"GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0031974,GO:0031981,GO:0034641,GO:0042623,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0070035,GO:0071704,GO:0090304,GO:0140098,GO:1901360"
g2652,EOY24729,"GO:0000003,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0008150,GO:0009555,GO:0009653,GO:0009719,GO:0009725,GO:0009741,GO:0009791,GO:0009846,GO:0009856,GO:0009889,GO:0009891,GO:0009893,GO:0009908,GO:0009987,GO:0010033,GO:0010208,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010927,GO:0010941,GO:0010942,GO:0014070,GO:0016043,GO:0019219,GO:0019222,GO:0022414,GO:0022607,GO:0030198,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0032870,GO:0032989,GO:0033993,GO:0042221,GO:0043062,GO:0043067,GO:0043068,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044424,GO:0044464,GO:0044706,GO:0045229,GO:0045893,GO:0045935,GO:0048229,GO:0048367,GO:0048437,GO:0048438,GO:0048443,GO:0048444,GO:0048448,GO:0048466,GO:0048518,GO:0048522,GO:0048608,GO:0048646,GO:0048653,GO:0048654,GO:0048655,GO:0048658,GO:0048731,GO:0048827,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051704,GO:0051716,GO:0055046,GO:0060255,GO:0061458,GO:0065007,GO:0070887,GO:0071310,GO:0071367,GO:0071396,GO:0071407,GO:0071495,GO:0071840,GO:0080090,GO:0085029,GO:0090567,GO:0090696,GO:0090697,GO:0090698,GO:0099402,GO:1901700,GO:1901701,GO:1902680,GO:1903506,GO:1903508,GO:1905392,GO:2000112,GO:2001141"
g2777,EOY22780,"GO:0003674,GO:0003824,GO:0003872,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008443,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009507,GO:0009536,GO:0009987,GO:0016052,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019200,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046835,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0061615,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576"
g568,XP_009620189.1,"GO:0001101,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004683,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005773,GO:0005829,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009737,GO:0009738,GO:0009755,GO:0009931,GO:0009987,GO:0010033,GO:0010119,GO:0010359,GO:0010857,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018193,GO:0018209,GO:0019538,GO:0022898,GO:0023052,GO:0032409,GO:0032412,GO:0032870,GO:0032879,GO:0033993,GO:0034762,GO:0034765,GO:0035556,GO:0036211,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043269,GO:0043412,GO:0044070,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046777,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051716,GO:0065007,GO:0065009,GO:0070887,GO:0071215,GO:0071229,GO:0071310,GO:0071396,GO:0071495,GO:0071704,GO:0071944,GO:0097305,GO:0097306,GO:0140096,GO:1901564,GO:1901700,GO:1901701,GO:1903959"
g180,EOY20926,"GO:0001763,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0008150,GO:0009653,GO:0009889,GO:0010016,GO:0010223,GO:0010346,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0022603,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048367,GO:0048646,GO:0048731,GO:0048831,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051171,GO:0051239,GO:0051252,GO:0060255,GO:0060688,GO:0065007,GO:0080090,GO:0140110,GO:1900618,GO:1903506,GO:1905393,GO:1905428,GO:2000026,GO:2000032,GO:2000112,GO:2001141"
g303,EOY23090,"GO:0003674,GO:0005215,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015893,GO:0022857,GO:0042221,GO:0042493,GO:0050896,GO:0051179,GO:0051234,GO:0055085"
g961,EOY25044,"GO:0000271,GO:0003674,GO:0003824,GO:0003978,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0005829,GO:0005975,GO:0005976,GO:0006073,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009250,GO:0009653,GO:0009832,GO:0009888,GO:0009969,GO:0009987,GO:0010015,GO:0010053,GO:0010383,GO:0010410,GO:0010411,GO:0012505,GO:0016051,GO:0016853,GO:0016854,GO:0016857,GO:0022622,GO:0030154,GO:0031984,GO:0032501,GO:0032502,GO:0033692,GO:0034637,GO:0034645,GO:0042546,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044036,GO:0044042,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0048364,GO:0048731,GO:0048856,GO:0048869,GO:0071554,GO:0071669,GO:0071704,GO:0071840,GO:0090558,GO:0090627,GO:0098791,GO:0099402,GO:1901576,GO:1905392"
g1617,EOY23936,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"
g465,EOY23276,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0008150,GO:0008152,GO:0009058,GO:0009812,GO:0009813,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901576"
g2899,EOY22236,"GO:0000902,GO:0000904,GO:0003674,GO:0003824,GO:0004634,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009653,GO:0009719,GO:0009725,GO:0009735,GO:0009888,GO:0009987,GO:0010026,GO:0010033,GO:0010090,GO:0016043,GO:0016829,GO:0016835,GO:0016836,GO:0030154,GO:0032502,GO:0032989,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0048468,GO:0048856,GO:0048869,GO:0050896,GO:0071840,GO:0090558,GO:0090626"
g2262,EOY23994,"GO:0001101,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006950,GO:0006952,GO:0006970,GO:0006972,GO:0008134,GO:0008150,GO:0008152,GO:0009058,GO:0009628,GO:0009651,GO:0009718,GO:0009719,GO:0009725,GO:0009753,GO:0009812,GO:0009813,GO:0009889,GO:0009891,GO:0009893,GO:0010033,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0042221,GO:0042440,GO:0042538,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043425,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0046148,GO:0046283,GO:0046872,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1901576,GO:1901700,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141"
g2294,EOY25163,"GO:0000003,GO:0003006,GO:0003674,GO:0005488,GO:0007049,GO:0007275,GO:0008150,GO:0009555,GO:0009556,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010604,GO:0010997,GO:0019222,GO:0019953,GO:0022402,GO:0022414,GO:0032501,GO:0032502,GO:0034293,GO:0040008,GO:0042176,GO:0043934,GO:0044703,GO:0044877,GO:0045732,GO:0045926,GO:0046620,GO:0046621,GO:0048229,GO:0048236,GO:0048518,GO:0048519,GO:0048638,GO:0048640,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0051093,GO:0051171,GO:0051173,GO:0051239,GO:0051241,GO:0051246,GO:0051247,GO:0051321,GO:0051704,GO:0060255,GO:0065007,GO:0080090,GO:1903046"
